,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2025-08-15 21:21:45.000,2025-07-20 17:02:56,16478.0,23.0,1304.0,100.0,1942.0,659.0,2137.0,2746.0,2025-05-27 00:56:55.000,80.9.0,624.0,630.0,45,True,,setuptools,conda-forge/setuptools,844681.0,815582.0,https://pypi.org/project/setuptools,2025-05-27 00:56:49.000,29099.0,690976611.0,693490793.0,https://anaconda.org/conda-forge/setuptools,2025-06-01 19:09:46.361,158393472.0,1.0,,,,,,,,,,,,,,,,,,,,
11,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2025-08-25 10:19:06.000,2025-08-19 12:31:00,2014.0,27.0,2614.0,235.0,1950.0,361.0,2395.0,40864.0,2025-01-29 04:15:38.000,25.1.0,65.0,469.0,44,True,,black,conda-forge/black,675272.0,638734.0,https://pypi.org/project/black,2025-01-29 04:15:38.000,36538.0,78380812.0,78655516.0,https://anaconda.org/conda-forge/black,2025-04-22 14:56:50.293,16656306.0,1.0,,127078.0,,,,,,,,,,,,,,,,,,
12,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2025-08-26 23:28:56.000,2025-08-26 23:28:55,9807.0,65.0,1995.0,229.0,2599.0,284.0,5272.0,12574.0,2025-08-03 18:34:44.000,6.15.0,75.0,481.0,44,True,,pyinstaller,conda-forge/pyinstaller,85420.0,84170.0,https://pypi.org/project/pyinstaller,2025-08-03 18:31:52.000,1250.0,4391840.0,4421029.0,https://anaconda.org/conda-forge/pyinstaller,2025-08-03 23:51:43.456,1316373.0,1.0,,751486.0,,,,,,,,,,,,,,,,,,
13,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2025-08-27 14:42:49.000,2025-08-27 09:54:15,22180.0,149.0,2225.0,165.0,6331.0,1238.0,6104.0,7331.0,2025-03-02 22:31:56.000,8.2.3,229.0,885.0,44,False,,sphinx,conda-forge/sphinx,487940.0,460584.0,https://pypi.org/project/sphinx,2025-03-02 22:31:56.000,27356.0,59042780.0,59233021.0,https://anaconda.org/conda-forge/sphinx,2025-08-25 11:16:34.034,11985215.0,1.0,['sphinx'],,,,,,,,,,,,,,,,,,,
14,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2025-08-26 04:42:31.000,2025-08-26 04:42:30,9706.0,83.0,1177.0,77.0,4697.0,1005.0,4799.0,5549.0,2025-08-09 09:12:54.000,3.3.8,204.0,613.0,44,True,pylint-dev/pylint,pylint,conda-forge/pylint,491290.0,480494.0,https://pypi.org/project/pylint,2025-08-09 09:12:54.000,10796.0,34740274.0,34846617.0,https://anaconda.org/conda-forge/pylint,2025-08-09 15:03:11.912,6593067.0,1.0,,251.0,,,,,,,,,,,,,,,,,,
15,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2025-08-25 18:23:06.000,2025-08-18 18:45:46,999.0,64.0,1062.0,170.0,1539.0,19.0,1362.0,4962.0,2025-08-13 14:24:40.000,20.34.0,241.0,295.0,44,True,,virtualenv,conda-forge/virtualenv,488523.0,486620.0,https://pypi.org/project/virtualenv,2025-08-13 14:24:05.000,1903.0,255775264.0,256026960.0,https://anaconda.org/conda-forge/virtualenv,2025-08-13 19:05:39.101,14598395.0,2.0,,,,,,,,,,,,,,,,,,,,
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2025-08-28 08:29:22.000,2025-08-28 08:29:14,6637.0,52.0,3858.0,146.0,3271.0,3.0,2621.0,24336.0,2025-08-22 08:21:44.000,9.6.18,429.0,322.0,43,True,,mkdocs-material,conda-forge/mkdocs-material,77969.0,72692.0,https://pypi.org/project/mkdocs-material,2025-08-22 08:21:44.000,5277.0,10945818.0,10957850.0,https://anaconda.org/conda-forge/mkdocs-material,2025-08-22 16:08:10.824,758025.0,1.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
17,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2025-08-28 06:36:20.000,2025-08-28 06:36:20,15106.0,48.0,2466.0,481.0,815.0,280.0,4433.0,11014.0,2025-07-04 14:43:52.000,7.3.2,145.0,218.0,43,True,,robotframework,conda-forge/robotframework,14628.0,13677.0,https://pypi.org/project/robotframework,2025-07-04 14:35:54.000,951.0,3691832.0,3696210.0,https://anaconda.org/conda-forge/robotframework,2025-07-07 01:12:14.679,231826.0,1.0,,576.0,,,,,,,,,,,,,,,,,,
18,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2025-08-26 16:39:12.000,2025-08-26 16:39:12,17395.0,117.0,1881.0,186.0,4909.0,626.0,9573.0,7060.0,2025-08-04 14:05:01.000,25.7.0,104.0,466.0,43,True,,conda,conda-forge/conda,51799.0,51716.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,83.0,14489.0,1033175.0,https://anaconda.org/conda-forge/conda,2025-08-05 15:01:02.471,64157259.0,1.0,,28213.0,,,,,,,,,,,,,,,,,,
19,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2025-08-13 14:21:40.000,2025-08-13 14:21:38,2767.0,16.0,891.0,91.0,1272.0,33.0,2192.0,14243.0,2025-08-09 18:59:03.000,4.3.0,198.0,164.0,42,True,,pre-commit,conda-forge/pre-commit,270697.0,250165.0,https://pypi.org/project/pre-commit,2025-08-09 18:56:13.000,20532.0,61213431.0,61387736.0,https://anaconda.org/conda-forge/pre-commit,2025-08-10 13:09:51.846,7665819.0,1.0,,3404910.0,,,,,,,,,,,,,,,,,,
20,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2025-08-12 02:07:23.000,2025-08-12 02:07:21,2490.0,13.0,332.0,37.0,385.0,22.0,1580.0,3671.0,2025-06-20 19:31:34.000,7.3.0,94.0,178.0,42,True,,flake8,conda-forge/flake8,690768.0,664234.0,https://pypi.org/project/flake8,2025-06-20 19:31:34.000,26534.0,46615093.0,46760003.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,9129382.0,1.0,,,,,,,,,,,,,,,,,,,,
21,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2025-05-22 12:10:29.000,2024-11-12 13:36:45,2019.0,,1398.0,211.0,586.0,569.0,587.0,30332.0,2024-11-27 19:23:27.000,4.67.1,142.0,129.0,41,True,,tqdm,conda-forge/tqdm,1196111.0,1152190.0,https://pypi.org/project/tqdm,2024-11-24 20:12:19.000,43921.0,217187705.0,217838846.0,https://anaconda.org/conda-forge/tqdm,2025-04-22 14:56:23.993,40358346.0,1.0,,14953.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2024-12-14 01:39:50.951159,3.0,5255.0,,,,,,,,,,,,,
22,hypothesis,HypothesisWorks/hypothesis,testing,The property-based testing library for Python.,,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2025-08-28 10:33:56.000,2025-08-28 10:33:50,16516.0,480.0,620.0,71.0,2813.0,81.0,1629.0,8039.0,2025-08-28 10:34:20.000,hypothesis-python-6.138.7,1423.0,351.0,41,True,,hypothesis,conda-forge/hypothesis,37488.0,34695.0,https://pypi.org/project/hypothesis,2025-08-28 10:33:56.000,2793.0,20381223.0,20610132.0,https://anaconda.org/conda-forge/hypothesis,2025-08-27 21:37:03.060,14421315.0,1.0,,,,,,,,,,,,,,,,,,,,
23,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2025-06-24 10:28:21.000,2025-06-24 10:28:18,8467.0,9.0,515.0,113.0,616.0,85.0,1361.0,5991.0,2024-11-11 01:41:40.000,0.19.2,35.0,175.0,41,True,,jedi,conda-forge/jedi,583144.0,581991.0,https://pypi.org/project/jedi,2024-11-11 01:41:40.000,1153.0,76494469.0,77020846.0,https://anaconda.org/conda-forge/jedi,2025-04-22 14:56:29.139,32635423.0,1.0,,,,,,,,,,,,,,,,,,,,
24,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2025-08-27 11:42:33.000,2025-08-27 11:42:33,3616.0,27.0,2373.0,190.0,3185.0,584.0,5715.0,33882.0,2025-08-05 03:54:05.000,2.1.4,179.0,610.0,40,True,,poetry,conda-forge/poetry,849.0,,https://pypi.org/project/poetry,2025-08-05 03:54:05.000,849.0,69900833.0,70168962.0,https://anaconda.org/conda-forge/poetry,2025-08-05 05:55:56.120,4864838.0,2.0,,15552449.0,,,,,,,,,,,,,,,,,,
25,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2025-08-03 20:02:22.000,2025-08-03 20:02:22,2116.0,1.0,2530.0,232.0,1331.0,122.0,1987.0,20946.0,2024-08-30 12:24:05.000,1.6.1,62.0,260.0,40,True,,mkdocs,conda-forge/mkdocs,94630.0,88318.0,https://pypi.org/project/mkdocs,2024-08-30 12:24:05.000,6312.0,9218518.0,9229835.0,https://anaconda.org/conda-forge/mkdocs,2025-04-22 14:56:22.183,565870.0,1.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
26,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2025-06-19 23:11:07.000,2025-06-19 23:10:50,4332.0,3.0,602.0,46.0,1051.0,234.0,1115.0,6815.0,2025-02-26 21:15:25.000,6.0.1,148.0,315.0,40,True,,isort,conda-forge/isort,574787.0,559800.0,https://pypi.org/project/isort,2025-02-26 21:13:14.000,14987.0,68794646.0,68922895.0,https://anaconda.org/conda-forge/isort,2025-05-02 12:53:46.732,7823233.0,2.0,,,,,,,,,,,,,,,,,,,,
27,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2025-08-25 17:05:32.000,2025-08-25 17:05:31,904.0,31.0,539.0,41.0,1583.0,141.0,1676.0,3838.0,2025-07-31 21:20:24.000,4.28.4,242.0,328.0,40,True,,tox,conda-forge/tox,140907.0,129633.0,https://pypi.org/project/tox,2025-07-31 21:20:24.000,11274.0,28064899.0,28088457.0,https://anaconda.org/conda-forge/tox,2025-08-01 12:49:17.074,1484165.0,1.0,['pytest'],,,,,,,,,,,,,,,,,,,
28,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2025-08-28 12:44:43.000,2025-08-28 10:12:43,1121.0,109.0,162.0,35.0,817.0,51.0,328.0,1550.0,2025-07-16 04:29:24.000,1.1.0,69.0,72.0,40,True,,pytest-asyncio,conda-forge/pytest-asyncio,163133.0,154138.0,https://pypi.org/project/pytest-asyncio,2025-07-16 04:29:24.000,8995.0,53585245.0,53626085.0,https://anaconda.org/conda-forge/pytest-asyncio,2025-07-28 13:34:27.883,2570589.0,1.0,['pytest'],1628.0,,,,,,,,,,,,,,,,,,
29,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2025-08-24 09:40:30.000,2025-08-24 09:40:05,6466.0,197.0,1608.0,506.0,962.0,138.0,1936.0,29664.0,2025-07-09 15:40:39.000,4.3.3,124.0,205.0,39,True,,glances,conda-forge/glances,1200.0,1196.0,https://pypi.org/project/glances,2025-07-09 15:40:39.000,4.0,264576.0,270931.0,https://anaconda.org/conda-forge/glances,2025-04-22 14:56:20.672,348859.0,1.0,,1688.0,,,,,,,,,,,,,,,,,,
30,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2025-08-25 04:21:45.000,2025-08-25 04:21:41,8366.0,53.0,1729.0,132.0,2252.0,118.0,7032.0,14704.0,2025-08-21 17:18:20.000,1.1.404,488.0,125.0,39,True,,,,1442.0,1413.0,,,,,1588910.0,,,,2.0,,5310.0,,,,,,pyright,https://www.npmjs.com/package/pyright,2025-08-20 18:05:09.435,29.0,1588721.0,,,,,,,,
31,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2025-08-18 06:14:12.000,2025-02-10 20:44:26,1355.0,,901.0,202.0,412.0,416.0,466.0,13942.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,39,True,,yapf,conda-forge/yapf,107815.0,106559.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,9819094.0,9865898.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,2433839.0,2.0,,,,,,,,,,,,,,,,,,,,
32,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2025-08-27 18:12:36.000,2025-08-27 14:16:41,13878.0,227.0,713.0,140.0,474.0,223.0,2458.0,13706.0,2025-08-26 12:51:52.000,2.7.13,357.0,196.0,39,True,,nuitka,conda-forge/nuitka,3531.0,3397.0,https://pypi.org/project/nuitka,2025-08-26 12:51:52.000,134.0,167853.0,200833.0,https://anaconda.org/conda-forge/nuitka,2025-08-27 08:01:14.053,2077752.0,1.0,,,,,,,,,,,,,,,,,,,,
33,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2025-08-28 10:43:43.000,2025-08-28 09:27:29,990.0,37.0,1033.0,149.0,1134.0,43.0,1432.0,13612.0,2025-08-28 10:43:43.000,1.55.0,123.0,50.0,39,True,,playwright,,47728.0,45213.0,https://pypi.org/project/playwright,2025-07-22 13:58:04.000,2515.0,19980360.0,19980360.0,,,,2.0,,,,,,,,,,,,,7.0,,,,,,,
34,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2025-08-13 03:34:36.000,2025-08-13 03:25:39,2313.0,94.0,628.0,101.0,1074.0,217.0,931.0,7932.0,2025-07-31 09:45:18.000,7.5.0,122.0,219.0,39,True,,pip-tools,conda-forge/pip-tools,38687.0,35986.0,https://pypi.org/project/pip-tools,2025-07-31 09:45:18.000,2701.0,18717665.0,18721726.0,https://anaconda.org/conda-forge/pip-tools,2025-07-31 16:14:34.350,255869.0,2.0,,,,,,,,,,,,,,,,,,,,
35,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2025-08-21 23:04:51.000,2025-08-21 23:04:51,9708.0,99.0,331.0,62.0,1253.0,655.0,2807.0,2271.0,2025-03-27 20:46:09.000,4.9.1,40.0,171.0,39,True,,scons,conda-forge/scons,3986.0,3934.0,https://pypi.org/project/scons,2025-03-27 20:42:16.000,52.0,811479.0,828341.0,https://anaconda.org/conda-forge/scons,2025-04-22 14:56:33.410,1010359.0,1.0,,1789.0,,,,,,,,,,,,,,,,,,
36,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2025-08-28 13:18:17.000,2025-08-26 09:10:07,3172.0,124.0,556.0,78.0,2835.0,209.0,1603.0,2058.0,2025-08-26 08:23:47.000,2.35.1,291.0,281.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,1291.0,,https://pypi.org/project/sentry-sdk,2025-08-26 08:23:30.000,1291.0,69960739.0,69982674.0,https://anaconda.org/conda-forge/sentry-sdk,2025-08-26 12:43:57.032,1350211.0,1.0,,3951.0,,,,,,,,,,,,,,,,,,
37,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2025-08-28 10:53:10.000,2025-08-28 10:53:10,1023.0,30.0,218.0,41.0,274.0,152.0,288.0,1939.0,2025-06-12 10:47:45.000,6.2.1,51.0,97.0,39,True,,pytest-cov,conda-forge/pytest-cov,448988.0,408808.0,https://pypi.org/project/pytest-cov,2025-06-12 10:47:45.000,40180.0,85746536.0,85986344.0,https://anaconda.org/conda-forge/pytest-cov,2025-06-13 01:28:23.973,15107919.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
38,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2025-08-25 22:40:58.000,2025-08-25 22:40:57,1326.0,17.0,239.0,52.0,526.0,281.0,391.0,1688.0,2025-07-01 13:31:02.000,3.8.0,71.0,109.0,39,True,,pytest-xdist,conda-forge/pytest-xdist,126199.0,120582.0,https://pypi.org/project/pytest-xdist,2025-07-01 13:30:56.000,5617.0,59119140.0,59271536.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,9295391.0,2.0,['pytest'],291.0,,,,,,,,,,,,,,,,,,
39,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,MIT,2015-07-01 17:57:56.000,2025-08-25 18:23:01.000,2025-08-17 15:39:46,2045.0,186.0,224.0,28.0,580.0,36.0,601.0,918.0,2025-08-16 12:56:37.000,9.2.0,97.0,149.0,39,True,,setuptools_scm,conda-forge/setuptools_scm,33938.0,31788.0,https://pypi.org/project/setuptools_scm,2025-08-16 12:56:37.000,2150.0,81999124.0,82080188.0,https://anaconda.org/conda-forge/setuptools_scm,2025-08-16 21:13:36.839,5107062.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
40,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2025-08-25 21:26:49.000,2025-08-25 21:26:49,768.0,11.0,269.0,31.0,520.0,115.0,321.0,674.0,2025-04-19 11:49:36.000,25.0,47.0,125.0,39,True,,packaging,conda-forge/packaging,1795093.0,1781312.0,https://pypi.org/project/packaging,2025-04-19 11:48:57.000,13781.0,677056276.0,678232741.0,https://anaconda.org/conda-forge/packaging,2025-04-22 18:15:05.471,74116559.0,1.0,,919.0,,,,,,,,,,,,,,,,,,
